id,from,to,priority,type,shape,spreadType
654745276#6,cluster_3675027604_6570524709,cluster_3675027611_6135315657,3,highway.residential,"[3975.18, 3787.38]",center
654745276#7,cluster_3675027611_6135315657,cluster_415863653_6570524736,3,highway.residential,"[3974.31, 3792.81]",center
654745276#8,cluster_415863653_6570524736,cluster_280772563_6570524690_6570524691_6570524735,3,highway.residential,"[3973.85, 3798.29]",center
654745277#1,367883842,cluster_367883846_6572827977,3,highway.residential,"[3973.81, 3803.8]",center
654745277#3,cluster_367883846_6572827977,367883840,3,highway.residential,"[3973.99, 3809.29]",center
656524350,416931804,7650476386,11,highway.secondary,"[4083.01, 3008.73]",center
658857453#1,6570392641,6168878115,3,highway.residential,"[4153.82, 3016.03]",
658893836,8574575805,6570392654,3,highway.residential,"[4153.82, 3016.03]",
669874944,6570398988,cluster_6570398987_6570398989,3,highway.residential,"[4188.62, 3019.62]",center
669882749,7937930877,7937930869,7,highway.primary_link,"[4253.58, 3026.31]",center
669890458#0,7937930894,6574850841,10,highway.tertiary,"[4292.15, 3030.29]",center
669890458#1-AddedOnRampEdge,6574850841,669890458#1-AddedOnRampNode,10,highway.tertiary,"[4298.18, 3030.91]",center
669890458#10-AddedOnRampEdge,2349727154,669890458#10-AddedOnRampNode,10,highway.tertiary,"[4391.83, 3056.82]",center
669890458#14,6287791510,8285673807,10,highway.tertiary,"[4081.33, 3023.28]",center
669890458#16,8285673802,cluster_284142560_492400840_8768432608_8768432610,10,highway.tertiary,"[5392.62, 1587.39]",center
669890458#18,cluster_284142560_492400840_8768432608_8768432610,669890458#18-AddedOffRampNode,10,highway.tertiary,"[5389.82, 1581.12]",center
669890458#18-AddedOffRampEdge,669890458#18-AddedOffRampNode,6290322048,10,highway.tertiary,"[5386.3, 1567.8]",center
669890458#19,6290322048,415861878,10,highway.tertiary,"[5379.01, 1497.24]",center
669890458#3,442349875,6572827974,10,highway.tertiary,"[5370.16, 1411.53]",center
669890458#7,278877776,669890458#7-AddedOffRampNode,10,highway.tertiary,"[5368.45, 1396.47]",center
669890458#7-AddedOffRampEdge,669890458#7-AddedOffRampNode,284141730,10,highway.tertiary,"[5365.56, 1392.08]",center
669890458#9,284141730,2349727154,10,highway.tertiary,"[5363.12, 1389.6]",center
669890462#0,10143103170,5503407036,10,highway.tertiary,"[5353.36, 1385.01]",center
669890462#1,5503407036,367206874,10,highway.tertiary,"[5349.65, 1384.71]",center
669890462#10,2349727152,2349727143,10,highway.tertiary,"[5345.96, 1385.09]",center
669890462#15-AddedOffRampEdge,669890462#15-AddedOffRampNode,6574850842,10,highway.tertiary,"[3391.15, 2365.04]",center
669890462#16,6574850842,6584263837,10,highway.tertiary,"[3406.15, 2375.62]",center
669890462#17,6584263837,8120282289,10,highway.tertiary,"[3422.39, 2384.19]",center
669890462#18,8120282289,6273610477,10,highway.tertiary,"[3422.39, 2384.19]",center
669890462#5,6574850837,6574844070,10,highway.tertiary,"[3453.2, 2393.95]",center
669890462#9,6574844069,2349727152,10,highway.tertiary,"[3467.05, 2395.95]",center
669973308,cluster_6274370099_6570392639,6570392656,3,highway.residential,"[3670.5, 2418.36]",
669978304#0,443380037,cluster_6274422668_7130062668,3,highway.residential,"[3670.32, 2419.95]",
669978306#1,cluster_3676648877_6274422665_6274422675_6274422676_8257585320,6274422674,3,highway.residential,"[3728.92, 2426.4]",center
669978307#1,cluster_6274422671_6274422672_6274422679_6274422680,6274422678,3,highway.residential,"[3811.98, 2435.59]",center
669984029,7937296055,7937296054,7,highway.primary_link,"[4087.01, 2463.21]",center
669984031#0,6479674238,6274461825,3,highway.residential,"[4097.24, 2461.32]",
670273857#0,6574259367,cluster_7937930837_8074011492_8074011494_8074018926,12,highway.primary,"[4102.14, 2459.52]",center
670273857#2,cluster_7937930837_8074011492_8074011494_8074018926,8010633846,12,highway.primary,"[5097.96, 1347.98]",center
670279140#1,cluster_492502671_492502673_6276998190_6276998191,272513533,3,highway.residential,"[4655.0, 1299.61]",center
670520191,7937930788,7937930787,7,highway.primary_link,"[5163.06, 1288.29]",center
670655025,6280342312,6280342310,3,highway.residential,"[5138.14, 1077.45]",
671462239#1,6287897744,6287897741,3,highway.residential,"[6461.87, 1708.32]",
671462241,6287897745,6287897744,3,highway.residential,"[6396.72, 1699.4]",
671741180,6290322048,5503407036,5,highway.tertiary_link,"[6141.87, 1673.26]",center
671744652#0,2349727152,8006886507,10,highway.tertiary,"[6086.06, 1666.85]",center
671744652#1-AddedOnRampEdge,8006886507,671744652#1-AddedOnRampNode,10,highway.tertiary,"[6064.69, 1664.4]",center
671744652#2-AddedOnRampEdge,8006886518,671744652#2-AddedOnRampNode,10,highway.tertiary,"[6051.75, 1662.92]",center
671744652#4,386923862,8006884473,10,highway.tertiary,"[5979.1, 1654.74]",center
671744652#5,8006884473,cluster_2349727150_6574844066,10,highway.tertiary,"[5965.67, 1653.23]",center
671744652#7,cluster_2349727150_6574844066,9134495896,10,highway.tertiary,"[5724.5, 1626.09]",center
671744652#8,9134495896,313958668,10,highway.tertiary,"[5541.64, 1604.45]",center
671752493,8318634315,8318634316,7,highway.primary_link,"[3668.61, 573.34]",center
671752494,8318643217,8318643218,7,highway.primary_link,"[3645.69, 776.68]",center
674580387,8227450787,6317430313,3,highway.residential,"[3601.51, 1181.78]",
675092244#0,6572611871,6572611874,3,highway.residential,"[3586.32, 1319.4]",
675092244#1,6572611874,6572611871,3,highway.residential,"[5276.81, 1685.29]",
675093183#3,2265599310,473604480,3,highway.residential,"[5266.03, 1682.15]",
675093183#4,473604480,cluster_4325419700_6572911046,3,highway.residential,"[5248.85, 1680.3]",
675106503,6574209430,6574209431,3,highway.residential,"[4457.3, 1590.68]",
687586411#1,6445594631,6278080736,3,highway.residential,"[3805.35, 4111.36]",
687586414#1,6445594630,cluster_8285673800_8285673801_8285673804_8285673806,3,highway.residential,"[3801.81, 4017.73]",
687628389,6446170095,267610773,3,highway.residential,"[3783.03, 3192.7]",
690157291#0,6474887540,cluster_6569939661_6569939663,3,highway.residential,"[3780.77, 3188.18]",
690157291#2,cluster_6569939661_6569939663,6569939701,3,highway.residential,"[3777.93, 3184.02]",
690157292#1,6569939701,6569939693,3,highway.residential,"[2687.83, 2110.06]",
690402653,7937296069,7937296067,7,highway.primary_link,"[2458.72, 1478.6]",center
690623724#1,367885300,6570524767,3,highway.residential,"[2458.07, 1481.84]",
690635100#1,cluster_6474887534_6474887535_8074157124,3675027601,3,highway.residential,"[2415.11, 1874.97]",center
693435047#0,6510095972,cluster_6510095973_6510095975,3,highway.residential,"[2406.15, 1954.57]",center
693475726,7938194066,7938194065,7,highway.primary_link,"[4768.42, 1005.4]",center
693475727,7938194052,6574209413,7,highway.primary_link,"[4759.66, 1088.1]",center
693660700,6517743417,cluster_6570398999_6570399000,3,highway.residential,"[4743.49, 1240.85]",center
693684932#1,cluster_6568207743_6568207745_9848177519_9848177526,287522681,3,highway.residential,"[4742.08, 1254.17]",
693684932#3,6568207747,287522680,3,highway.residential,"[4739.44, 1279.14]",
694211551#1,694211551#1-AddedOnRampNode,6278529724,10,highway.tertiary,"[2308.11, 2794.87]",center
694211551#1-AddedOnRampEdge,8006884418,694211551#1-AddedOnRampNode,10,highway.tertiary,"[2310.35, 2804.34]",center
699470588,7650476411,7650476410,8,highway.trunk_link,"[2310.46, 2854.45]",center
699630234,cluster_6569939661_6569939663,6569939659,3,highway.residential,"[2471.32, 2870.64]",
699630235,cluster_6569939661_6569939663,6569939662,3,highway.residential,"[2489.28, 2872.42]",
699630259#1,6569939808,3675027622,3,highway.residential,"[2568.37, 2880.22]",
699645910,6572911034,6570091005,3,highway.residential,"[2602.09, 2886.43]",
699651625#1,8704535884,8354673990,10,highway.tertiary,"[4657.52, 2491.81]",center
699651628#0,8744937860,6572780079,10,highway.tertiary,"[4305.41, 2708.05]",center
699651628#1-AddedOffRampEdge,699651628#1-AddedOffRampNode,8704535879,10,highway.tertiary,"[4305.41, 2708.05]",center
699651628#2,8704535879,8707502428,10,highway.tertiary,"[4270.23, 2704.34]",center
699676368,6570392604,6570392597,3,highway.residential,"[4223.22, 2698.92]",
699676378,6570392630,6570392629,3,highway.residential,"[3034.57, 1938.6]",
699676382,6570392641,cluster_6274370099_6570392639,3,highway.residential,"[2923.29, 1926.52]",
699676385,6570392651,6570392650,3,highway.residential,"[5028.48, 1656.61]",
699691142,6570524675,6595812561,5,highway.tertiary_link,"[5013.05, 1689.29]",center
699691144#0,6570524708,cluster_6570524706_6570524707,3,highway.residential,"[5008.15, 1731.27]",
699691940#10,278877775,699691940#10-AddedOffRampNode,10,highway.tertiary,"[5007.09, 1742.47]",center
699691940#10-AddedOffRampEdge,699691940#10-AddedOffRampNode,8047385619,10,highway.tertiary,"[5000.97, 1816.71]",center
699691940#6-AddedOffRampEdge,699691940#6-AddedOffRampNode,8047385596,10,highway.tertiary,"[2631.18, 3.81]",center
699691940#8-AddedOnRampEdge,8047385604,699691940#8-AddedOnRampNode,10,highway.tertiary,"[2630.01, 11.05]",center
699691945#1,cluster_8574575726_8574575729_8574575735_8574575737,8574575734,10,highway.tertiary,"[2568.46, 344.73]",center
699693682#0,8574575727,6569939669,10,highway.tertiary,"[2560.65, 386.53]",center
699693682#1,6569939669,6569939668,10,highway.tertiary,"[2551.28, 439.17]",center
699693682#3,6569939668,cluster_8574575726_8574575729_8574575735_8574575737,10,highway.tertiary,"[2472.72, 866.58]",center
699695781#0,295809254,457838710,3,highway.residential,"[2397.01, 1260.86]",
699695785#0,270749321,7867457866,10,highway.tertiary,"[1976.27, 2824.05]",center
699863679#0,1642458567,281659404,11,highway.secondary,"[2051.6, 2832.2]",center
699863679#2,281659404,8771565236,11,highway.secondary,"[2130.73, 2840.66]",center
699863679#5,8771565241,330056175,11,highway.secondary,"[2725.61, 2695.59]",center
699863679#7,330056175,7650476342,11,highway.secondary,"[2740.11, 2557.79]",center
699879081#0,7958644218,7958644213,3,highway.residential,"[2760.84, 2383.05]",center
699879081#1,7958644213,8120367528,3,highway.residential,"[3971.17, 3927.23]",center
699879083,7958644204,7958644213,3,highway.residential,"[3960.22, 3800.92]",center
699891028,8010531625,8010531074,6,highway.secondary_link,"[3986.76, 3682.67]",center
699904379,6572611778,6572611771,3,highway.residential,"[3999.07, 3628.71]",center
699904380,6572611786,6572611779,3,highway.residential,"[4006.35, 3596.78]",center
699904382#1,cluster_6572611797_6572611801,6572611792,3,highway.residential,"[4010.88, 3576.67]",
699904383#0,cluster_6510095965_6510095968,cluster_6572611797_6572611801,3,highway.residential,"[4037.82, 3448.86]",
699904385#0,6572611808,cluster_6572611797_6572611801,3,highway.residential,"[4036.3, 3399.1]",center
699904385#1,cluster_6572611797_6572611801,6572611879,3,highway.residential,"[4034.7, 3399.17]",center
699904386,6572611817,6572611809,3,highway.residential,"[4024.79, 3242.3]",center
699904387,cluster_6510095965_6510095968,6572611829,3,highway.residential,"[4023.32, 3233.38]",
699904388#0,6572611832,6572611829,3,highway.residential,"[4020.7, 3222.75]",
699904388#1,6572611829,6572611832,3,highway.residential,"[3646.61, 4311.55]",
699904389#0,6572611846,6572611847,3,highway.residential,"[3645.28, 4304.2]",
699904389#1,6572611847,6572611846,3,highway.residential,"[3639.18, 4278.8]",
699904391,6572611856,6572611849,3,highway.residential,"[3599.38, 4054.2]",center
699904392,6572611865,6572611857,3,highway.residential,"[3543.58, 3672.03]",center
699908743,8235144868,7650321619,8,highway.trunk_link,"[3506.49, 3406.85]",center
699913210,1927165500,6568207648,3,highway.residential,"[3499.69, 3371.35]",
699913212#0,cluster_286955932_286957948,cluster_314795277_6103806305,3,highway.residential,"[3496.15, 3336.1]",center
699913212#1,cluster_314795277_6103806305,2265599302,3,highway.residential,"[3487.77, 3278.6]",center
699913212#4,2265599302,cluster_492502671_492502673_6276998190_6276998191,3,highway.residential,"[3486.18, 3278.83]",center
699913212#6,cluster_492502671_492502673_6276998190_6276998191,2590362323,3,highway.residential,"[3480.48, 3239.75]",center
699913212#8,9766128481,6570522946,3,highway.residential,"[3472.13, 3195.01]",center
699921182,6572779691,6572779687,3,highway.residential,"[3467.81, 3184.67]",
699921183#0,7937028013,6572779691,3,highway.residential,"[3465.21, 3179.71]",
699921183#1,6572779691,6572779688,3,highway.residential,"[3452.1, 3161.56]",
699921221,6572779986,cluster_6572779985_6572780048,3,highway.residential,"[3448.2, 3157.53]",
699921225,6572780012,6572779998,3,highway.residential,"[3433.35, 2984.1]",
699921233#1,6572779998,6572780032,3,highway.residential,"[3693.69, 3008.7]",
699921234#0,cluster_6572779985_6572780048,6572780012,3,highway.residential,"[3950.66, 3032.98]",
699921234#1,6572780012,6753952319,3,highway.residential,"[3559.63, 1654.71]",
699921235#0,cluster_6572780049_6572780051,cluster_6572779985_6572780048,3,highway.residential,"[2653.32, 1115.09]",
699921235#2,cluster_6572779985_6572780048,6572780050,3,highway.residential,"[2627.09, 1330.2]",
699921236,6572780052,cluster_6572780049_6572780051,3,highway.residential,"[2623.95, 1355.96]",
699921237#0,6572780064,6572780052,3,highway.residential,"[2407.18, 1262.72]",
699921237#1,6572780052,6572780053,3,highway.residential,"[2557.64, 1285.04]",
699921238#0,6753952319,cluster_6572780049_6572780051,3,highway.residential,"[2558.74, 1288.17]",
699921238#2,cluster_6572780049_6572780051,6572780069,3,highway.residential,"[2558.32, 1305.69]",
699921239,6572780072,6753952319,3,highway.residential,"[2554.11, 1346.57]",
699921240,6572780079,6572780073,3,highway.residential,"[3343.3, 2742.65]",
699921245,6572780118,6572780115,3,highway.residential,"[3323.88, 2903.87]",
699921246#0,6572780119,6572780121,3,highway.residential,"[3306.69, 3036.69]",
699921249#0,6572780138,6572780128,3,highway.residential,"[3310.52, 3101.88]",
699921250,6572780145,6572780140,3,highway.residential,"[3324.58, 3109.13]",
699926118,6572806007,cluster_8285673800_8285673801_8285673804_8285673806,3,highway.residential,"[3477.18, 1500.68]",
699926119,6572806016,6572806011,3,highway.residential,"[3393.53, 2286.59]",
699926120#2,6572806025,6572806017,3,highway.residential,"[3388.17, 2386.92]",
699926121,6572806037,6572806030,3,highway.residential,"[3366.42, 2535.03]",
699926129,6572806056,6572806055,3,highway.residential,"[3605.49, 490.33]",
699926131,6572806061,8279196057,3,highway.residential,"[3601.18, 495.49]",
699926142#0,8285673797,6572827898,3,highway.residential,"[3563.85, 768.21]",
699926142#2,6572827898,8285673796,3,highway.residential,"[3489.27, 1378.82]",
699926145#0,6572827912,6572806080,3,highway.residential,"[4353.22, 1746.22]",
699926147#0,8285673803,8285673793,3,highway.residential,"[4353.22, 1746.22]",center
699926147#3,6572827920,8285673794,3,highway.residential,"[2390.94, 2669.81]",center
699926147#4,8285673794,8285673796,3,highway.residential,"[2390.94, 2669.81]",center
699926147#7,8285673798,cluster_8285673800_8285673801_8285673804_8285673806,3,highway.residential,"[2419.05, 2673.16]",center
699926147#9,cluster_8285673800_8285673801_8285673804_8285673806,8285673802,3,highway.residential,"[2479.79, 2616.93]",center
699926148,6572827928,6572827931,3,highway.residential,"[2472.54, 2679.55]",
699935036,cluster_4325419700_6572911046,473604474,3,highway.residential,"[2888.95, 2572.27]",
699944697,8074011514,8074011513,3,highway.residential,"[3019.0, 2744.77]",
700074885#0,700074885#0-AddedOnRampNode,6568207746,12,highway.primary,"[3264.58, 2491.51]",center
700074885#0-AddedOnRampEdge,456348661,700074885#0-AddedOnRampNode,12,highway.primary,"[3261.37, 2482.99]",center
700074885#10,286955030,286955000,12,highway.primary,"[3258.49, 2479.52]",center
700074885#11,286955000,6570398988,12,highway.primary,"[3254.93, 2476.74]",center
700074885#21,6572911078,cluster_6572911074_6572911076_8074011433_8074011435,12,highway.primary,"[3250.81, 2474.78]",center
700074885#23,cluster_6572911074_6572911076_8074011433_8074011435,700074885#23-AddedOffRampNode,12,highway.primary,"[3246.38, 2473.24]",center
700074885#23-AddedOffRampEdge,700074885#23-AddedOffRampNode,7937930785,12,highway.primary,"[3078.54, 1541.72]",center
700074885#26,7937930785,8093619958,12,highway.primary,"[3072.27, 1598.37]",center
700074885#28,8074011453,6574259367,12,highway.primary,"[3063.9, 1673.88]",center
700074885#3,6568207744,6568207668,12,highway.primary,"[3050.04, 1799.0]",center
700074885#5,6568207670,6568207663,12,highway.primary,"[3049.01, 1808.27]",center
700074885#9,367890731,286955030,12,highway.primary,"[3040.15, 1888.32]",center
700084841#0,8010633803,8278995373,12,highway.primary,"[2512.82, 1879.34]",center
700084841#3,8278995375,cluster_7937296083_8074011466_8074011468,12,highway.primary,"[2518.48, 1872.04]",center
700145114#0,442272752,cluster_287522801_442338119_6574844080_6574844081_6904513932,3,highway.residential,"[2519.85, 1867.59]",center
700145115#2,cluster_287522801_442338119_6574844080_6574844081_6904513932,367221044,3,highway.residential,"[2522.02, 1852.19]",center
700145119,10143103202,10143103186,3,highway.residential,"[2450.88, 891.76]",
700673537,6579942669,7937930881,7,highway.primary_link,"[2547.36, 371.26]",center
700673538,7937930814,7937930805,12,highway.primary,"[2608.99, 16.09]",center
700675428,7937914219,7937930879,12,highway.primary,"[3190.81, 2789.91]",center
701104139#0,6584263837,7937930869,12,highway.primary,"[3185.59, 2761.76]",center
701104139#4,7937930879,367888403,12,highway.primary,"[3182.26, 2758.78]",center
701104139#6-AddedOffRampEdge,701104139#6-AddedOffRampNode,7937930814,12,highway.primary,"[3178.39, 2756.54]",center
701104140,7937914249,7937914252,7,highway.primary_link,"[3091.95, 2140.94]",center
705357186#1,cluster_367871277_367875411_8047432276,276611158,3,highway.residential,"[3085.27, 2207.48]",center
719443710#5,6572780064,7937028009,10,highway.tertiary,"[3317.52, 3132.97]",center
720175744,442362864,442362872,3,highway.residential,"[3333.02, 3240.37]",center
765656380,8006884420,8006884418,5,highway.tertiary_link,"[3341.71, 3302.05]",center
765656381#0,286955030,9134495897,10,highway.tertiary,"[3349.72, 3358.92]",center
765656381#1,9134495897,1927165522,10,highway.tertiary,"[3375.31, 3540.7]",center
765656381#3,765656381#3-AddedOnRampNode,6571819459,10,highway.tertiary,"[3384.23, 3604.0]",center
765656381#3-AddedOnRampEdge,8006884465,765656381#3-AddedOnRampNode,10,highway.tertiary,"[3389.59, 3642.16]",center
765656381#5,6571819459,8006884406,10,highway.tertiary,"[3397.08, 3695.3]",center
765656383#0,7868792926,765656383#0-AddedOffRampNode,10,highway.tertiary,"[2221.93, 3021.57]",center
765656383#0-AddedOffRampEdge,765656383#0-AddedOffRampNode,8006884420,10,highway.tertiary,"[2213.03, 3029.0]",center
765656384#0,8771565282,500094885,10,highway.tertiary,"[2206.46, 3038.56]",center
765656384#3,6570399043,9134495903,10,highway.tertiary,"[2204.29, 3043.79]",center
765656384#5,286958104,8006884427,10,highway.tertiary,"[2184.26, 3186.15]",center
765656384#6,8006884427,286955000,10,highway.tertiary,"[2201.12, 3049.3]",center
766875180#1,6574651933,6274422661,3,highway.residential,"[2188.54, 3142.52]",
768258462#0,8074011445,cluster_6572911074_6572911076_8074011433_8074011435,3,highway.residential,"[2162.86, 3367.55]",center
768258463#1,cluster_6572911074_6572911076_8074011433_8074011435,8074011445,3,highway.residential,"[2133.19, 3556.54]",center
770590111#0,7867457860,3969237228,10,highway.tertiary,"[2031.66, 3793.35]",center
770590111#2,3969237233,270749322,10,highway.tertiary,"[1822.96, 2728.65]",center
772236620#0,cluster_7937296083_8074011466_8074011468,8244864140,12,highway.primary,"[1859.62, 2729.45]",center
772236620#1,8244864140,7937296061,12,highway.primary,"[1882.47, 2732.13]",center
772236620#10,3675027928,6569939662,12,highway.primary,"[1912.1, 2735.47]",center
772236620#12,272512071,7237045163,12,highway.primary,"[1922.1, 2736.62]",center
772236620#14,7237045163,6479929448,12,highway.primary,"[1991.32, 2744.41]",center
772236620#15,6479929448,3675027622,12,highway.primary,"[2004.97, 2745.98]",center
772236620#16,3675027622,8318643217,12,highway.primary,"[2011.9, 2746.76]",center
772236620#18,8318634316,417006105,12,highway.primary,"[2068.2, 2753.18]",center
772236620#19,417006105,6474887550,12,highway.primary,"[2128.04, 2759.99]",center
772236620#2,7937296061,416998741,12,highway.primary,"[2128.04, 2759.99]",center
772236620#21,6474887549,772236620#21-AddedOffRampNode,12,highway.primary,"[2183.21, 2766.82]",center
772236620#21-AddedOffRampEdge,772236620#21-AddedOffRampNode,8871363611,12,highway.primary,"[2204.64, 2769.78]",center
772236620#23,8871363611,8871363615,12,highway.primary,"[2115.56, 2234.39]",center
772236620#24,8871363615,8871363612,12,highway.primary,"[2098.54, 2370.75]",center
772236620#3,416998741,416998708,12,highway.primary,"[2065.94, 2435.59]",center
772236620#6,6570392661,6168878115,12,highway.primary,"[2047.4, 2472.38]",center
772236620#7,6168878115,cluster_8574575726_8574575729_8574575735_8574575737,12,highway.primary,"[2003.52, 2564.85]",center
772236620#9,cluster_8574575726_8574575729_8574575735_8574575737,3675027928,12,highway.primary,"[1991.55, 2590.11]",center
775750902#0,cluster_6570398999_6570399000,314796330,3,highway.residential,"[1989.2, 2595.05]",center
819202034,286921499,7936970482,13,highway.trunk,"[1922.1, 2736.62]",center
819202035,6568869547,7650321625,13,highway.trunk,"[2157.93, 2476.57]",center
819202036,8871363611,651012368,13,highway.trunk,"[2150.05, 2544.1]",center
819221583,7650476445,7650476392,11,highway.secondary,"[3443.89, 1482.06]",center
819221586#1,9848177607,9848177563,11,highway.secondary,"[3439.97, 1480.96]",center
819221586#2,819221586#2-AddedOnRampNode,7650476446,11,highway.secondary,"[3410.1, 1477.96]",center
819221586#2-AddedOnRampEdge,9848177563,819221586#2-AddedOnRampNode,11,highway.secondary,"[3373.29, 1474.11]",center
819221586#3,7650476446,7650476443,11,highway.secondary,"[2934.85, 1424.44]",center
819585395#0,8704535879,8700755101,13,highway.trunk,"[3026.34, 1432.96]",center
819585395#1-AddedOnRampEdge,8700755101,819585395#1-AddedOnRampNode,13,highway.trunk,"[2716.76, 1396.28]",center
819585395#10,6570314039,6572780050,13,highway.trunk,"[5285.33, 3006.16]",center
819585395#14,6572780050,819585395#14-AddedOffRampNode,13,highway.trunk,"[5293.04, 3007.63]",center
819585395#14-AddedOffRampEdge,819585395#14-AddedOffRampNode,7937028037,13,highway.trunk,"[5308.88, 3006.52]",center
819585395#18,7937028037,286921499,13,highway.trunk,"[5380.78, 2996.91]",center
819585395#9,2509945673,6570314039,13,highway.trunk,"[5443.53, 2988.51]",center
819585396,2057540531,7653646168,8,highway.trunk_link,"[5576.73, 2970.44]",center
819585397,8235144867,272452722,8,highway.trunk_link,"[3530.58, 3162.8]",center
837521302,7216280324,7867616822,7,highway.primary_link,"[3514.28, 3191.79]",center
843949501,8047385619,8047385617,5,highway.tertiary_link,"[3513.11, 3243.6]",center
850805699,7937027995,7937027993,5,highway.tertiary_link,"[3520.47, 3316.78]",center
850805701,7937028035,7937028031,5,highway.tertiary_link,"[3719.83, 2527.27]",center
850839745,6570532649,492502679,12,highway.primary,"[3743.74, 2530.02]",center
850839746,7937295999,7937296036,12,highway.primary,"[3980.47, 2852.79]",center
850927448,7937914246,7937914236,12,highway.primary,"[3967.27, 2982.7]",center
850927453#0,269293617,7937930787,12,highway.primary,"[3958.99, 3049.2]",center
850927453#1-AddedOnRampEdge,7937930787,850927453#1-AddedOnRampNode,12,highway.primary,"[3949.0, 3048.24]",center
850927453#2-AddedOnRampEdge,7937914236,850927453#2-AddedOnRampNode,12,highway.primary,"[3935.53, 3046.95]",center
850927453#3-AddedOffRampEdge,850927453#3-AddedOffRampNode,7937930873,12,highway.primary,"[3818.17, 3035.64]",center
850927453#4-AddedOffRampEdge,850927453#4-AddedOffRampNode,7937930877,12,highway.primary,"[3710.86, 3025.23]",center
850927457,7937930873,4325417427,12,highway.primary,"[4073.07, 1934.28]",center
850971995,7938194031,7938194018,12,highway.primary,"[3569.31, 1572.32]",center
858913459,8771565245,6570399063,5,highway.tertiary_link,"[3821.2, 1600.8]",center
858913992#0,2349727153,cluster_278876649_6106950404,3,highway.residential,"[3849.93, 1603.91]",center
858913993,386923861,543376979,3,highway.residential,"[3909.7, 1610.67]",center
858915972#3,8285673790,8006886526,10,highway.tertiary,"[3909.7, 1610.67]",center
858915972#4-AddedOffRampEdge,858915972#4-AddedOffRampNode,8006886546,10,highway.tertiary,"[4106.41, 1632.7]",center
858915972#6,8006886546,2349727154,10,highway.tertiary,"[3411.64, 2927.39]",center
858915973#0,284141730,8006886544,10,highway.tertiary,"[3484.33, 2237.31]",center
858915973#1-AddedOnRampEdge,8006886544,858915973#1-AddedOnRampNode,10,highway.tertiary,"[3492.04, 2160.45]",center
858915973#2-AddedOnRampEdge,8006886495,858915973#2-AddedOnRampNode,10,highway.tertiary,"[3508.57, 2024.25]",center
858935302,9134495903,8006884454,10,highway.tertiary,"[3541.04, 1726.98]",center
858935306,8006884427,9134495897,5,highway.tertiary_link,"[3412.85, 2916.17]",center
858935307,9134495896,6571819461,5,highway.tertiary_link,"[3458.18, 2475.65]",center
858935309,8006884473,8006884465,10,highway.tertiary,"[3858.99, 1528.26]",center
858935314,8006886513,8006886507,5,highway.tertiary_link,"[4125.4, 1557.97]",center
858935315,8006886526,8006886518,10,highway.tertiary,"[4067.43, 2078.98]",center
858935316,8006886546,8006886544,5,highway.tertiary_link,"[4033.14, 2295.54]",center
859375448#0,8010531637,8010531074,6,highway.secondary_link,"[4033.14, 2295.54]",center
859375448#1,859375448#1-AddedOnRampNode,6572492920,6,highway.secondary_link,"[4041.09, 2223.61]",center
859375448#1-AddedOnRampEdge,8010531074,859375448#1-AddedOnRampNode,6,highway.secondary_link,"[4041.09, 2223.61]",center
859375448#2,6572492920,8771565324,6,highway.secondary_link,"[4045.93, 2179.87]",center
859375452,8010531606,8010531599,11,highway.secondary,"[4089.4, 1786.6]",center
859375453,8010531594,8010531082,11,highway.secondary,"[4156.95, 2900.73]",center
859375455,8010531615,8010531616,6,highway.secondary_link,"[5320.18, 2297.25]",center
859375457#1,2265599313,8771565330,6,highway.secondary_link,"[4598.65, 2232.68]",center
859375457#2,8771565330,8771565322,6,highway.secondary_link,"[4741.03, 2248.04]",center
859375457#3-AddedOnRampEdge,8771565322,859375457#3-AddedOnRampNode,6,highway.secondary_link,"[4772.97, 2251.48]",center
859375457#4,473604474,8010531625,6,highway.secondary_link,"[4840.45, 2258.75]",center
859375457#5,8010531625,8010531632,6,highway.secondary_link,"[5135.46, 2207.43]",center
863793424,8047385585,8047385583,5,highway.tertiary_link,"[4590.59, 2146.02]",center
863793425#0,6568148771,cluster_6572827975_6572827976_6572827980_6572827981,3,highway.residential,"[4312.19, 2114.65]",center
863793425#2,cluster_6572827975_6572827976_6572827980_6572827981,cluster_6568148781_6572827960_6572827962_6884069715_8285723079,3,highway.residential,"[4312.19, 2114.65]",center
863793425#4,cluster_6568148781_6572827960_6572827962_6884069715_8285723079,cluster_6568148775_6572827954_6572827955_6572827956_6572827957,3,highway.residential,"[4263.69, 2109.18]",center
863793425#7,cluster_6568148775_6572827954_6572827955_6572827956_6572827957,cluster_6114046739_6568148776,3,highway.residential,"[4263.69, 2109.18]",center
863793425#8,cluster_6114046739_6568148776,cluster_6568148777_6568148778_6568148779_6568170686,3,highway.residential,"[4167.96, 2098.4]",center
863793426#1,cluster_6568148777_6568148778_6568148779_6568170686,cluster_6114046739_6568148776,3,highway.residential,"[5211.51, 2205.52]",center
863793426#2,cluster_6114046739_6568148776,cluster_6568148775_6572827954_6572827955_6572827956_6572827957,3,highway.residential,"[5200.55, 2131.26]",center
863793426#4,cluster_6568148775_6572827954_6572827955_6572827956_6572827957,cluster_6568148781_6572827960_6572827962_6884069715_8285723079,3,highway.residential,"[5280.19, 2418.25]",center
