id,from,to,priority,type,shape,spreadType
-178543139#2,6572227402,6572227434,3,highway.residential,"2766.23,662.37 2760.95,716.55 2760.58,721.40 2760.48,725.56 2760.79,729.78 2760.51,737.77 2760.11,744.10 2759.10,753.56 2755.61,778.09 2753.60,794.01 2746.45,859.73 2738.51,930.27 2730.33,990.96 2721.73,1058.23 2715.44,1122.45 2701.52,1253.49 2700.59,1261.62 2695.96,1301.74 2695.47,1305.49 2686.36,1373.31",
-182371948#0,2265599276,6568207737,3,highway.residential,"2717.15,2769.27 2640.01,2760.45 2610.38,2757.80",
-182371955#0,6568207660,cluster_286955226_6568207661,3,highway.residential,"2509.83,2344.60 2574.18,2351.87",
-182371956#1,2265599285,1927165533,3,highway.residential,"2803.42,2718.80 2805.20,2703.56 2812.80,2638.68",
-182371961#2,cluster_9848177603_9848177608,314508319,3,highway.residential,"2310.35,2804.34 2456.57,2817.82",
-182371964#2,314508350,6568207737,3,highway.residential,"2624.68,2632.16 2622.14,2666.05 2610.38,2757.80",
-182371964#3,6568207779,314508350,3,highway.residential,"2639.32,2495.40 2629.76,2584.72 2624.68,2632.16",
-182371965#0,1927165505,6568207648,3,highway.residential,"2385.61,2141.69 2387.84,2125.27 2387.79,2121.76 2386.59,2118.45",
-182371965#6,cluster_9848177603_9848177608,6568207680,3,highway.residential,"2309.45,2797.00 2318.74,2721.45",
-182371966#5,1927165530,6568207779,3,highway.residential,"2746.61,2506.70 2671.23,2498.52 2639.32,2495.40",
-182371968#3,cluster_286955226_6568207661,329600118,3,highway.residential,"2577.21,2328.04 2579.72,2301.92",
-182371968#5,1927165528,cluster_286955226_6568207661,3,highway.residential,"2559.20,2486.95 2574.18,2351.87",
-182371972,6568207648,1927165510,3,highway.residential,"2386.59,2118.45 2550.96,2141.01 2554.48,2141.38 2557.67,2142.90 2560.17,2145.39 2561.65,2148.57 2562.03,2151.72 2562.07,2154.89 2561.77,2158.06 2561.13,2161.25",
-215628926,2251061788,2251061704,3,highway.residential,"3801.69,1204.10 3795.05,1271.93 3788.65,1339.14",
-215628998#0,416988818,2251061998,3,highway.residential,"4149.49,1311.48 4157.46,1243.36 4165.16,1177.40 4172.33,1110.70 4174.47,1095.81 4180.44,1042.68 4181.82,1032.04 4188.49,973.20 4189.08,969.16 4191.81,945.55 4196.32,906.33 4203.67,839.23",
-215629038#0,2251061843,2251061830,3,highway.residential,"5104.29,1283.74 5100.80,1319.21 5097.96,1347.98",
-215629038#1,2251061855,2251061843,3,highway.residential,"5111.08,1214.69 5104.52,1281.29 5104.29,1283.74",
-217280772#5,314795390,2265599287,3,highway.residential,"3063.90,1673.88 3011.99,1668.19 2993.19,1666.12 2959.61,1662.36 2953.57,1661.69",
-217280781#0,2265599309,2265599287,3,highway.residential,"2938.05,1797.44 2942.75,1756.25 2953.57,1661.69",
-217280781#1,287924311,2265599309,3,highway.residential,"2923.29,1926.52 2933.26,1839.34 2938.05,1797.44",
-217280783#0,6572911071,cluster_2265599280_6572911077_6572911079,3,highway.residential,"3280.89,1763.53 3346.28,1771.03",
-226118559#1,280773633,cluster_442349879_6572827937,3,highway.residential,"5167.82,1835.31 5160.62,1759.72",
-234806527#0,2429384564,cluster_6135315479_6570524743,3,highway.residential,"4858.88,2872.61 4668.47,2851.28",
-25584541#1,6574844052,cluster_278875778_6574844055,3,highway.residential,"3549.35,2167.93 3503.08,2161.72",
-25584541#7,cluster_276611977_6574844054,6574844053,3,highway.residential,"4041.09,2223.61 3992.86,2218.83",
-25584555#0,278876198,278876031,3,highway.residential,"3744.07,1970.90 3746.93,1941.33 3750.64,1898.22",
-25584555#1,6574844043,278876198,3,highway.residential,"3737.91,2042.56 3740.82,2008.08 3744.07,1970.90",
-25584557#0,278876158,6574844044,3,highway.residential,"3849.20,1981.61 3844.91,2021.01 3841.74,2054.84",
-25584557#1,278876088,278876158,3,highway.residential,"3855.66,1909.83 3851.49,1954.71 3849.20,1981.61",
-25584576#1,6574844053,6574844051,3,highway.residential,"3992.86,2218.83 3997.35,2175.42 4000.46,2145.45",
-25584582#1,278876187,6574844050,3,highway.residential,"3566.70,2022.84 3559.16,2084.18 3557.09,2096.64",
-25584589#1,367217323,cluster_278876199_367216502,3,highway.residential,"3599.94,1733.39 3551.78,1728.15",
-25584589#7,cluster_278876200_6574844035,278876460,3,highway.residential,"4089.40,1786.60 4037.78,1780.98",
-25584591#1,cluster_278876208_367870942,313936550,3,highway.residential,"3908.62,1620.70 3899.86,1694.38",
-25584601#0,278876572,cluster_367217679_367888060,3,highway.residential,"3799.40,1830.33 3592.30,1807.22",
-25584604#1,cluster_278876632_6280498529,278876631,3,highway.residential,"3680.58,2329.16 3688.80,2258.59",
-25584616#1,278877316,cluster_278876867_367220803,3,highway.residential,"3482.27,2788.42 3436.70,2783.08",
-25584616#4,6574844076,278877214,3,highway.residential,"3746.94,2819.59 3744.96,2819.38 3670.26,2810.99 3660.02,2810.13",
-25584616#7,cluster_442290144_442290145_442290146_6574844078_6887652684,278877173,3,highway.residential,"3962.87,2842.91 3921.18,2838.56",
-25584635#1,278877392,278877391,3,highway.residential,"3498.04,2651.35 3491.50,2715.31 3490.75,2721.20",
-25584639#1,278877518,cluster_278877460_6287969867,3,highway.residential,"3652.46,2603.40 3659.14,2532.55",
-25584640#1,cluster_278877517_512417459,278877522,3,highway.residential,"3805.89,2548.27 3799.47,2615.06",
-25746577#3,cluster_280771664_442349882,280773634,3,highway.residential,"4749.44,1715.16 4741.39,1788.67",
-25746577#5,2400953160,cluster_280771664_442349882,3,highway.residential,"4759.30,1625.14 4750.65,1704.07",
-25746578#1,3723347346,cluster_280771666_442349890,3,highway.residential,"4327.21,1960.08 4279.32,1954.82",
-25746578#10,cluster_6568148781_6572827960_6572827962_6884069715_8285723079,367883620,3,highway.residential,"5232.09,2059.38 5192.06,2055.02",
-25746588#1,2349736001,cluster_6114046739_6568148776,3,highway.residential,"5174.28,1911.23 5224.83,1916.96",
-25746588#11,cluster_280771812_442349874_6572827950_6572827951_6894453662,313957974,3,highway.residential,"4312.74,1813.44 4344.99,1817.10",
-25746624#3,cluster_6572827966_6572827967,280773604,3,highway.residential,"4591.76,2134.76 4599.08,2065.02",
-25746624#5,6572827958,cluster_6572827966_6572827967,3,highway.residential,"4581.85,2229.26 4590.59,2146.02",
-258633769#1,2639671067,2639671066,3,highway.residential,"4298.29,3239.69 4288.54,3315.59 4283.10,3357.41 4277.69,3398.96 4271.90,3443.50 4270.93,3450.96",
-26195719#4,313957971,2251061792,3,highway.residential,"4530.10,1422.89 4616.08,1432.18 4639.37,1434.69",
-26195744#0,2251061830,286839686,3,highway.residential,"5097.96,1347.98 5154.25,1354.12 5171.06,1355.97",
-26195744#9,315025479,2251061813,3,highway.residential,"4544.41,1287.96 4641.44,1298.13 4655.00,1299.61",
-26195753#4,2251061951,286839686,3,highway.residential,"5096.80,727.67 5105.14,798.21 5113.91,872.42 5121.86,939.66 5130.04,1008.86 5138.14,1077.45 5146.69,1149.84 5154.99,1220.08 5163.06,1288.29 5166.50,1317.37 5171.06,1355.97",
-26203057,cluster_6274422668_7130062668,6572802248,3,highway.residential,"5392.68,1591.76 5460.01,1596.93 5541.64,1604.45 5642.16,1616.39 5724.50,1626.09 5741.79,1628.03 5820.88,1636.65 5965.67,1653.23 5979.10,1654.74 6051.75,1662.92 6064.69,1664.40 6086.06,1666.85 6103.07,1668.80 6128.19,1671.69 6141.87,1673.26 6219.07,1681.74 6341.98,1693.10 6358.44,1694.55 6396.72,1699.40 6446.86,1706.29 6461.87,1708.32",
-26203176#0,2251061887,2251061711,3,highway.residential,"3586.32,1319.40 3593.84,1250.13 3601.51,1181.78 3615.81,1047.99 3623.60,981.11 3631.01,912.64 3645.69,776.68 3652.87,708.59 3660.38,643.60 3668.61,573.34 3677.21,494.02",
-26206348#0,8771565221,6570522946,3,highway.residential,"2452.63,1532.26 2458.07,1481.84 2458.72,1478.60",
-26206348#4,cluster_4325419700_6572911046,6572911033,3,highway.residential,"2406.15,1954.57 2415.11,1874.97",
-26221563#0,6274461824,505360296,3,highway.residential,"4739.44,1279.14 4742.08,1254.17 4743.49,1240.85 4750.65,1173.19 4751.71,1163.21 4757.93,1104.50 4759.66,1088.10 4761.60,1069.76 4763.77,1049.22 4764.83,1039.26 4766.08,1027.40 4768.42,1005.40 4771.85,973.01 4779.30,902.55 4786.41,835.44 4793.38,769.56 4801.29,694.97",
-26253962#1,2429384580,cluster_6568170685_6570524757,3,highway.residential,"5124.00,2977.04 5164.58,2982.05",
-26253962#7,cluster_367884781_6570524756,6570524744,3,highway.residential,"4612.19,2914.07 4662.17,2920.22",
-26253984#1,6570524696,cluster_3675027611_6135315657,3,highway.residential,"4707.50,2497.09 4657.52,2491.81",
-26253984#7,cluster_367885786_6568148768,6132207429,3,highway.residential,"5273.93,2556.85 5228.28,2552.03",
-26253995#1,cluster_6570524693_6570524694,6570524692,3,highway.residential,"5004.32,2387.34 4996.40,2455.18",
-26253996#1,415863652,cluster_280772564_367884043,3,highway.residential,"4842.53,2436.50 4849.49,2369.98",
-26285000#4,287924311,314795352,3,highway.residential,"2923.29,1926.52 2963.76,1931.00 3034.57,1938.60",
-26520995,290681636,1642458534,3,highway.residential,"2197.51,2847.41 2130.73,2840.66 2111.11,2838.56 2051.60,2832.20 2035.18,2830.43 1976.27,2824.05 1973.61,2823.77 1950.74,2821.38 1918.93,2818.05 1890.89,2815.13 1877.36,2813.71 1863.14,2812.21 1834.43,2809.17 1815.63,2807.19 1787.35,2804.18",
-26729390#0,348541064,2265599276,3,highway.residential,"2732.99,2629.60 2722.67,2632.57 2721.37,2644.29 2725.61,2695.59 2722.27,2720.04 2717.15,2769.27",
-26729390#1,1927165530,348541064,3,highway.residential,"2746.61,2506.70 2740.11,2557.79 2732.99,2629.60",
-26729390#4,6571819459,314508497,3,highway.residential,"2765.82,2340.67 2760.84,2383.05 2757.15,2417.73",
-28581388#0,cluster_313936546_367216417,313936544,3,highway.residential,"3559.63,1654.71 3752.75,1674.10",
-28581445,6570644105,6572227382,3,highway.residential,"2623.79,1364.63 2623.95,1355.96 2627.09,1330.20 2632.13,1288.85 2635.75,1259.15 2645.25,1181.25 2653.32,1115.09",
-28581483,6572227332,267611273,3,highway.residential,"2552.47,1353.52 2554.11,1346.57 2558.32,1305.69 2558.74,1288.17 2557.64,1285.04 2555.03,1282.80 2545.24,1280.28 2509.29,1275.14 2407.18,1262.72 2400.15,1261.45",
-28583806#0,280773635,313957974,3,highway.residential,"4353.22,1746.22 4351.74,1759.62 4344.99,1817.10",
-28583806#1,cluster_313957979_442349884,280773635,3,highway.residential,"4360.52,1673.50 4353.22,1746.22",
-28616951#2,6568207678,314508326,3,highway.residential,"2390.94,2669.81 2392.76,2653.35 2397.76,2607.84",
-28616953#1,314508318,6568207678,3,highway.residential,"2472.54,2679.55 2419.05,2673.16 2390.94,2669.81",
-28616956#0,314508318,314508325,3,highway.residential,"2472.54,2679.55 2472.70,2678.23 2478.65,2626.84 2479.79,2616.93",
-28616969#1,6568207757,6568207756,3,highway.residential,"3109.34,2537.85 3009.09,2526.35 2895.59,2513.75",
-28616970#1,314508443,314508441,3,highway.residential,"3102.55,2596.58 3002.23,2584.95 2888.95,2572.27",
-28616975#2,6568207736,2265599285,3,highway.residential,"3019.00,2744.77 2923.16,2733.45 2913.54,2732.30 2803.42,2718.80",
-28616980#0,287522677,367890734,3,highway.residential,"3118.03,2459.70 3246.38,2473.24 3250.81,2474.78 3254.93,2476.74 3258.49,2479.52 3261.37,2482.99 3263.46,2487.09 3264.58,2491.51 3264.92,2496.01",
-28641433#1,2265599312,cluster_314795277_6103806305,3,highway.residential,"3072.27,1598.37 3078.54,1541.72",
-28641433#3,2265599298,314795390,3,highway.residential,"3050.04,1799.00 3057.79,1729.03 3063.90,1673.88",
-28641433#4,314795352,2265599298,3,highway.residential,"3034.57,1938.60 3040.15,1888.32 3049.01,1808.27 3050.04,1799.00",
-28641439,6570091005,6572911033,3,highway.residential,"2522.02,1852.19 2519.85,1867.59 2518.48,1872.04 2516.09,1876.03 2512.82,1879.34 2508.85,1881.79 2504.42,1883.23 2499.76,1883.57 2415.11,1874.97",
-28641545#0,314796306,cluster_314796298_314796350_314796427,3,highway.residential,"3245.57,2099.84 3307.77,2106.25",
-28641594,8279195450,cluster_664906569_664906572_8279195451,3,highway.residential,"3170.04,2019.59 3249.58,2029.99 3314.75,2040.20",
-28664622#1,315025489,315025490,3,highway.residential,"4779.08,1313.16 4785.22,1259.72 4786.59,1247.80",
-28822009,314796650,447795256,3,highway.residential,"3084.94,2744.61 3174.15,2755.07 3178.39,2756.54 3182.26,2758.78 3185.59,2761.76 3188.21,2765.36 3190.05,2769.42 3190.93,2773.78 3190.81,2789.91",
-28826000#5,314796332,314796305,3,highway.residential,"3091.95,2140.94 3094.23,2106.42 3096.62,2084.49",
-28826000#7,cluster_6570398999_6570399000,316923093,3,highway.residential,"3079.25,2270.46 3085.27,2207.48",
-28826000#9,286958104,cluster_6570398999_6570399000,3,highway.residential,"3071.81,2348.22 3074.52,2322.52 3077.75,2284.09",
-28886503#3,457838711,cluster_317515083_7650321646,3,highway.residential,"3336.82,3267.29 3333.02,3240.37 3327.69,3202.45 3326.48,3193.94 3317.52,3132.97",
-28886503#5,6579757140,457838711,3,highway.residential,"3349.72,3358.92 3341.71,3302.05 3336.82,3267.29",
-28886503#7,6113553364,6579757140,3,highway.residential,"3410.73,3792.27 3397.08,3695.30 3395.56,3684.50 3389.59,3642.16 3384.23,3604.00 3377.33,3555.08 3375.31,3540.70 3369.06,3496.36 3354.63,3393.87 3349.72,3358.92",
-29982383#0,330056242,330056139,3,highway.residential,"1922.10,2736.62 1912.10,2735.47 1882.47,2732.13 1859.62,2729.45 1822.96,2728.65",
-29982383#1,330056676,330056242,3,highway.residential,"2128.04,2759.99 2090.45,2755.71 2068.20,2753.18 2054.04,2751.56 2011.90,2746.76 2004.97,2745.98 1991.32,2744.41 1969.89,2741.99 1941.01,2738.74 1922.10,2736.62",
-29982383#4,330056171,330056676,3,highway.residential,"2204.64,2769.78 2198.39,2768.72 2183.21,2766.82 2166.18,2764.72 2128.04,2759.99",
-29982385#3,330056175,330056174,3,highway.residential,"2064.72,2228.56 2115.56,2234.39 2161.05,2239.61",
-29982392#1,330056242,330056241,3,highway.residential,"1922.10,2736.62 1937.57,2703.99 1945.36,2687.54 1951.97,2673.59 1957.80,2659.98 1976.35,2622.17 1989.20,2595.05 1991.55,2590.11 2003.52,2564.85 2043.31,2480.89 2047.40,2472.38 2060.68,2446.13 2065.94,2435.59 2095.54,2376.76 2098.54,2370.75 2124.55,2318.64 2131.55,2305.03",
-29982444#0,cluster_6510095965_6510095968,330056241,3,highway.residential,"2171.64,2326.10 2168.10,2321.62 2131.55,2305.03",
-29982444#2,6572611848,cluster_6510095965_6510095968,3,highway.residential,"2166.39,2407.92 2174.45,2342.61",
-29982444#4,cluster_6510095973_6510095975,6572611866,3,highway.residential,"2150.05,2544.10 2153.27,2517.24 2157.93,2476.57 2158.35,2472.84",
-29982444#6,6572611767,cluster_6510095973_6510095975,3,highway.residential,"2142.46,2619.05 2148.91,2555.21",
-29982444#8,330056676,6510095979,3,highway.residential,"2128.04,2759.99 2134.57,2696.80 2136.20,2679.50",
-32659807#0,278876437,cluster_367871277_367875411_8047432276,3,highway.residential,"4022.30,1928.26 4073.07,1934.28",
-32659807#3,6574844039,6574844040,3,highway.residential,"3791.86,1902.77 3808.86,1904.66 3816.42,1905.49",
-32659807#6,cluster_276611155_367218275,6574844036,3,highway.residential,"3535.82,1874.47 3585.22,1879.93",
-32659824#0,cluster_278876633_6574844056,278876631,3,highway.residential,"3495.39,2238.44 3688.80,2258.59",
-32690576#1,cluster_278876201_367870934,313936544,3,highway.residential,"3760.99,1605.20 3752.75,1674.10",
-32691597#1,367883652,cluster_6290446273_6572827939,3,highway.residential,"5200.55,2131.26 5211.51,2205.52",
-32691720#0,cluster_6135315479_6570524743,6570524744,3,highway.residential,"4666.47,2873.33 4662.17,2920.22",
-32691720#2,6570524745,cluster_6135315479_6570524743,3,highway.residential,"4674.74,2782.11 4668.47,2851.28",
-32691779#1,6570524760,367885300,3,highway.residential,"4935.36,3020.64 4934.60,3028.49 4928.27,3093.51",
-32691996#0,278877001,cluster_287522801_442338119_6574844080_6574844081_6904513932,3,highway.residential,"3614.77,2942.20 3442.92,2923.71",
-32691996#4,cluster_278876888_6104250209,278877041,3,highway.residential,"3957.24,2981.62 3760.94,2958.03",
-32692001#0,278877392,cluster_278876865_543376980_6574844073_6574844074_6646262859,3,highway.residential,"3498.04,2651.35 3469.94,2648.24",
-32692001#3,278877182,278877231,3,highway.residential,"3762.26,2680.91 3761.53,2680.84 3683.87,2672.30 3674.93,2671.33",
-32692001#6,cluster_278876866_442290112,278877149,3,highway.residential,"3986.07,2705.88 3935.69,2700.45",
-32692020#1,278876160,cluster_278876018_6574844046,3,highway.residential,"4007.92,2073.23 4057.20,2077.86",
-32692020#4,278876137,278876122,3,highway.residential,"3776.08,2047.55 3794.53,2049.82 3798.68,2050.01",
-32692020#7,cluster_367871992_543376977_6278666057_7205752204_7205752205,278876187,3,highway.residential,"3539.35,2020.21 3566.70,2022.84",
-32693292#0,cluster_367888061_6279963928,cluster_367217679_367888060,3,highway.residential,"3545.85,1782.15 3594.64,1787.11",
-35458363#0,cluster_415863653_6570524736,415863652,3,highway.residential,"4665.19,2420.40 4842.53,2436.50",
-35458364,cluster_6568148775_6572827954_6572827955_6572827956_6572827957,415863654,3,highway.residential,"5233.01,1988.53 5050.97,1970.03",
-35560212#0,6569939800,416997966,3,highway.residential,"5460.27,2611.90 5477.35,2609.93 5504.07,2606.83 5550.82,2601.40 5580.90,2597.91 5607.27,2594.83 5618.49,2593.51",
-35560212#1,7237045163,6569939800,3,highway.residential,"5391.63,2619.87 5425.09,2615.99 5443.56,2613.85 5460.27,2611.90",
-35583850#1,416998089,416998066,3,highway.residential,"5442.41,2348.01 5446.51,2392.47 5447.38,2394.83 5449.16,2396.61 5451.51,2397.48 5454.03,2397.27 5465.81,2395.89 5481.78,2394.01 5502.46,2391.57 5555.55,2385.31 5549.69,2336.31",
-35583895,416998089,416998066,3,highway.residential,"5442.41,2348.01 5475.69,2344.37 5499.82,2341.74 5549.69,2336.31",
-35583936#0,416998377,416998372,3,highway.residential,"5459.96,2167.40 5469.60,2176.94 5482.71,2185.66 5502.88,2195.76",
-35583936#1,cluster_6274370099_6570392639,416998377,3,highway.residential,"5454.76,2116.57 5459.96,2167.40",
-35583936#3,6570392651,cluster_6274370099_6570392639,3,highway.residential,"5451.92,2088.73 5454.14,2110.51",
-35583936#5,6570392655,6570392604,3,highway.residential,"5442.05,1989.61 5445.86,2029.22 5446.34,2034.14 5447.67,2047.19",
-35583968#0,8290073010,416998507,3,highway.residential,"5467.03,1797.00 5482.35,1795.02 5525.27,1789.73",
-35583968#1,8290073011,8290073010,3,highway.residential,"5379.27,1808.36 5465.32,1797.22 5467.03,1797.00",
-35583974#0,416999257,416998627,3,highway.residential,"5416.98,1945.62 5473.59,1940.17 5541.57,1933.80",
-35584002#0,4325418852,8290073010,3,highway.residential,"5422.02,1749.31 5450.03,1746.20 5452.95,1746.64 5457.06,1747.89 5460.73,1750.09 5462.50,1754.96 5467.03,1797.00",
-35584087#0,416999257,6570392654,3,highway.residential,"5416.98,1945.62 5419.98,1979.39 5420.16,1980.65 5420.95,1981.65 5421.92,1982.07 5422.98,1982.06 5441.15,1980.25",
-35584785#2,6569939807,8574575791,3,highway.residential,"5395.57,2897.96 5420.53,2895.19 5441.70,2892.57 5481.14,2887.94 5484.75,2887.58 5544.41,2879.45 5586.09,2874.79",
-35584785#4,417006105,6569939807,3,highway.residential,"5326.88,2907.10 5360.21,2903.24 5368.19,2902.10 5395.57,2897.96",
-363326175#0,6132207428,cluster_6474887534_6474887535_8074157124,3,highway.residential,"5211.67,2695.77 5257.36,2701.26",
-363326175#6,cluster_3675027604_6570524709,6570524697,3,highway.residential,"4642.24,2634.05 4689.58,2639.17",
-363326177#0,6570524708,3675027608,3,highway.residential,"4837.79,2725.75 4829.73,2792.48 4829.18,2798.23",
-363326177#1,3675027609,6570524708,3,highway.residential,"4845.93,2656.12 4844.94,2667.01 4837.79,2725.75",
-363326180,6569939807,6569939808,3,highway.residential,"5395.57,2897.96 5414.94,2818.00 5423.69,2780.15",
-363326182,6569939800,6569939801,3,highway.residential,"5460.27,2611.90 5452.11,2654.30 5447.10,2676.44 5443.87,2691.20 5432.71,2737.58",
-363326183#1,6569939659,6474887540,3,highway.residential,"5471.03,2462.40 5442.31,2465.70 5439.46,2466.03",
-363326183#2,6569939703,6569939659,3,highway.residential,"5603.01,2448.46 5585.15,2449.88 5545.40,2453.85 5509.35,2457.99 5471.03,2462.40",
-368477111#1,cluster_3723347349_6572827963,3723347347,3,highway.residential,"4313.40,2102.99 4319.29,2034.23",
-369243433#0,cluster_367217679_367888060,367217323,3,highway.residential,"3594.64,1787.11 3599.94,1733.39",
-369243433#2,6574844036,cluster_367217679_367888060,3,highway.residential,"3585.22,1879.93 3592.30,1807.22",
-37099917#1,6570524750,cluster_6570524741_6570524742,3,highway.residential,"5173.36,2834.16 5224.58,2839.51",
-37099917#7,cluster_6135315669_6570524733_6570524734_6570524737_6865759172,6570524745,3,highway.residential,"4642.30,2778.72 4674.74,2782.11",
-37716852#1,442338234,cluster_442338233_442349883,3,highway.residential,"4545.82,1768.14 4553.45,1695.02",
-37718809,442356505,270749314,3,highway.residential,"4519.30,3315.84 4532.62,3316.16 4546.04,3314.17 4553.48,3309.55 4558.53,3301.51 4562.85,3286.37 4565.87,3271.01",
-37719479#1,6572780151,442362872,3,highway.residential,"4584.29,3339.21 4593.63,3332.52 4596.74,3331.01 4600.17,3330.60 4603.55,3331.34 4606.49,3333.14 4631.58,3366.60",
-37719482,442362904,442362911,3,highway.residential,"4507.53,3388.61 4522.12,3389.88 4536.30,3392.14 4545.16,3396.39 4555.19,3408.31",
-37796191#4,8279196057,8279196055,3,highway.residential,"4219.81,2730.52 4213.89,2785.20 4214.87,2790.03 4218.02,2793.82 4222.60,2795.66 4259.43,2799.96 4293.95,2804.00",
-37796191#5,cluster_8279196058_8279196059,8279196057,3,highway.residential,"4223.22,2698.92 4219.81,2730.52",
-38071248#2,6568207772,6568207771,3,highway.residential,"2352.67,3006.76 2358.75,2939.24 2363.03,2891.77 2364.92,2871.89",
-38071762#0,447795256,314796646,3,highway.residential,"3190.81,2789.91 3189.49,2791.20 3188.96,2792.96 3188.24,2800.83 3186.88,2806.25 3183.93,2811.00 3179.67,2814.65 3174.51,2816.83 3168.92,2817.35 3162.80,2816.94 3077.92,2807.46",
-38071762#1,cluster_447795258_6568207667_6568207669,447795256,3,highway.residential,"3231.72,2793.05 3193.16,2789.41 3190.81,2789.91",
-38329665#2,cluster_314796636_6568207664_6568207666,314796645,3,highway.residential,"3251.75,2613.79 3258.34,2554.92",
-38329665#5,287523226,cluster_314796636_6568207664_6568207666,3,highway.residential,"3243.48,2687.66 3247.98,2647.47",
-38329665#6,cluster_447795258_6568207667_6568207669,287523226,3,highway.residential,"3235.20,2761.60 3243.48,2687.66",
-38329665#9,cluster_6568207743_6568207745_9848177519_9848177526,cluster_447795258_6568207667_6568207669,3,highway.residential,"3219.00,2890.84 3231.72,2793.05",
-38449284,677022931,6568207616,3,highway.residential,"2724.66,3030.01 2730.87,2978.32 2731.82,2970.46 2737.89,2920.19",
-38550723#2,456363765,6579757140,3,highway.residential,"3494.57,3336.33 3447.59,3343.53 3395.26,3351.84 3349.72,3358.92",
-38658729,457838711,457838710,3,highway.residential,"3336.82,3267.29 3277.84,3274.09 3268.05,3274.78 3258.25,3275.07 3248.44,3274.98",
-39205058,6446273483,cluster_314796636_6568207664_6568207666,3,highway.residential,"3152.52,2573.42 3150.37,2596.96 3150.66,2598.61 3151.36,2600.13 3152.45,2601.41 3153.83,2602.37 3155.42,2602.93 3157.10,2603.19 3251.75,2613.79",
-39205059,314796645,6446273483,3,highway.residential,"3258.34,2554.92 3164.10,2545.41 3161.95,2545.41 3159.88,2545.96 3158.02,2547.03 3156.50,2548.54 3155.43,2550.41 3152.52,2573.42",
-39530065,473604480,cluster_4325419700_6572911046,3,highway.residential,"2505.68,1964.69 2504.63,1968.62 2502.66,1972.18 2499.87,1975.15 2496.43,1977.35 2492.55,1978.65 2488.48,1978.95 2412.83,1970.64 2410.90,1970.23 2409.04,1969.64 2407.38,1968.62",
-41036024#1,500094885,500094881,3,highway.residential,"2784.72,2317.84 2793.12,2222.63 2795.32,2197.67 2795.08,2194.51 2792.06,2191.22 2785.25,2189.97 2698.36,2181.99",
-650705746,8771565273,cluster_286955226_6568207661,3,highway.residential,"2668.41,2327.43 2654.04,2335.44 2646.06,2334.45 2577.21,2328.04",
-651186611#0,2251061813,6580170187,3,highway.residential,"4655.00,1299.61 4662.74,1228.76 4662.92,1223.88 4662.49,1220.19 4661.58,1216.57",
-651186611#2,6580157423,2251061813,3,highway.residential,"4647.85,1368.02 4648.40,1364.61 4655.00,1299.61",
-651186611#3,2251061792,6580157423,3,highway.residential,"4639.37,1434.69 4645.36,1386.32 4647.85,1368.02",
-652052019#0,6135315604,6113729855,3,highway.residential,"4947.01,2735.01 4953.64,2678.71 4954.70,2667.91",
-652052019#1,6570524711,6135315604,3,highway.residential,"4939.16,2809.71 4940.10,2802.93 4947.01,2735.01",
-652088553#0,cluster_6570398987_6570398989,6517743417,3,highway.residential,"3289.86,2267.61 3288.55,2273.68 3287.08,2278.36 3285.20,2282.29 3282.65,2286.39 3279.12,2289.62 3274.44,2292.20 3269.66,2292.93 3264.83,2292.86 3260.08,2292.36",
-652088553#11,cluster_2265599280_6572911077_6572911079,cluster_6570389883_6570398985,3,highway.residential,"3346.28,1771.03 3334.43,1876.69",
-652088553#14,2265599273,cluster_2265599280_6572911077_6572911079,3,highway.residential,"3352.94,1707.70 3348.74,1748.13",
-652088553#16,cluster_286955932_286957948,8074011445,3,highway.residential,"3364.84,1573.69 3360.95,1632.48",
-652088553#18,2265599318,cluster_286955932_286957948,3,highway.residential,"3373.29,1474.11 3366.13,1560.71",
-652088553#2,cluster_314796298_314796350_314796427,cluster_6570398987_6570398989,3,highway.residential,"3303.75,2143.87 3291.91,2253.67",
-652088553#5,cluster_664906569_664906572_8279195451,cluster_314796298_314796350_314796427,3,highway.residential,"3314.75,2040.20 3307.77,2106.25",
-652088553#8,286958046,cluster_664906569_664906572_8279195451,3,highway.residential,"3322.50,1969.10 3318.95,2004.37",
-652088553#9,cluster_6570389883_6570398985,286958046,3,highway.residential,"3332.71,1892.21 3322.50,1969.10",
-654745261,6135315604,cluster_6135315457_6570524667_6570524668,3,highway.residential,"4947.01,2735.01 5242.75,2769.11",
-654745267,6135315478,cluster_6135315479_6570524743,3,highway.residential,"4617.12,2868.16 4666.47,2873.33",
-658857453#1,6168878115,6570392641,3,highway.residential,"5369.20,2171.25 5408.66,2169.79 5422.99,2169.12 5433.37,2168.63",
-658893836,6570392654,8574575805,3,highway.residential,"5441.15,1980.25 5475.84,1976.79 5545.83,1970.85",
-658893837#0,8290073011,6274370113,3,highway.residential,"5379.27,1808.36 5379.50,1810.78 5385.14,1869.61 5385.45,1871.98 5386.29,1873.98 5388.19,1875.44 5390.67,1876.50 5410.74,1883.22",
-669973308,6570392656,cluster_6274370099_6570392639,3,highway.residential,"5511.48,2107.21 5497.53,2108.13 5454.14,2110.51",
-669978304#0,cluster_6274422668_7130062668,443380037,3,highway.residential,"5392.68,1591.76 5398.89,1667.01",
-669984031#0,6274461825,6479674238,3,highway.residential,"4691.32,1274.13 4695.58,1236.07 4697.31,1220.70 4700.77,1189.79",
