dateandtime,vehid,coord,gpscoord,spdK/m,edge,lane,displacement,turnAngle,vehDen
2022-12-04 12:02:00,carIn1424:3,"[3307.7083776460127, 2255.373114466144]","[31.336643020401358, 30.060824806621206]",27.967323269216415,28641565,28641565_0,67.73,83.85,276
2022-12-04 12:02:00,carIn1615:3,"[2220.9301759447085, 2693.225176016067]","[31.325306385455043, 30.064631431431103]",35.55257990619996,37789102#4,37789102#4_0,187.85,172.43,276
2022-12-04 12:02:00,carIn2073:1,"[3202.138782816916, 1435.632267203577]","[31.33567195236124, 30.05341630438231]",76.76068801219752,850927448,850927448_1,3116.17,84.66,276
2022-12-04 12:02:00,carIn2147:1,"[2298.5723138974404, 2833.876436597058]","[31.326090225532276, 30.065910454222774]",36.60867673799861,38071249#8,38071249#8_0,3283.3,176.07,276
2022-12-04 12:02:00,carIn2416:1,"[5034.4887949401, 3402.473396576935]","[31.354379060220115, 30.071397917496032]",37.18599198443815,939250978#0,939250978#0_0,34.1,236.62,276
2022-12-04 12:02:00,carIn2438:3,"[3285.4028251700865, 3062.026912000141]","[31.336289983683805, 30.068098464656625]",29.124090559086724,700074885#0-AddedOnRampEdge,700074885#0-AddedOnRampEdge_1,684.96,204.72,276
2022-12-04 12:02:00,carIn2757:1,"[4464.96154118174, 3376.789192725016]","[31.348476093414746, 30.071092134852268]",73.35375725548599,699651625#1,699651625#1_0,5377.34,354.82,276
2022-12-04 12:02:00,carIn3051:1,"[3569.177390099124, 3140.3693962283714]","[31.339221213802123, 30.068842389157055]",95.13838780399632,819202035,819202035_1,3808.69,83.66,276
2022-12-04 12:02:00,carIn30:1,"[3828.214927111288, 1532.2573223209408]","[31.342149527854982, 30.05436995658255]",0.322179903862031,32690591#1,32690591#1_0,4024.67,174.16,276
2022-12-04 12:02:00,carIn3203:3,"[4222.729849677881, 2092.640422333572]","[31.346156466542, 30.05947656037065]",0.0,37099139#0,37099139#0_0,0.0,83.49,276
2022-12-04 12:02:00,carIn3308:1,"[3968.261917430895, 1542.415062055127]","[31.343600236540322, 30.05447989137825]",93.77008394461217,701104139#3,701104139#3_1,3367.28,263.77,276
2022-12-04 12:02:00,carIn3397:1,"[4178.678404031771, 3214.2069204115905]","[31.345531345394047, 30.069588179352213]",92.45518814638994,939250978#1,939250978#1_0,920.2,269.51,276
2022-12-04 12:02:00,carIn3857:3,"[4108.793550666735, 2454.353676866816]","[31.344920635844158, 30.062724614728463]",70.74673965677533,:2349727143_0,:2349727143_0_0,628.35,175.69,276
