dateandtime,vehid,coord,gpscoord,spdK/m,edge,lane,displacement,turnAngle,vehDen
2022-12-04 03:02:00,randUni10283:1,"[3115.020441382519, 2362.067649337035]","[31.334628683240656, 30.061761966697976]",55.76206043847016,858935302,858935302_0,843.25,83.71,12
2022-12-04 03:02:00,randUni10462:1,"[4515.221795648249, 2702.997636442754]","[31.349098274886547, 30.06502057402482]",57.48464566871204,25584650#1,25584650#1_0,609.67,173.5,12
2022-12-04 03:02:00,randUni2726:1,"[3439.113348777255, 3129.1418859831238]","[31.33787399897569, 30.068724057741303]",48.48535589165098,819202035,819202035_0,3068.99,83.66,12
2022-12-04 03:02:00,randUni2784:1,"[3408.385760346701, 1978.8541537146334]","[31.33772875528669, 30.05834361393419]",59.21732233437055,700074885#17,700074885#17_0,1821.99,173.98,12
2022-12-04 03:02:00,randUni3122:1,"[2424.6738942124016, 2336.5818460205114]","[31.32747343238426, 30.061441174626427]",58.228742864176034,-182371955#2,-182371955#2_0,1269.74,83.56,12
2022-12-04 03:02:00,randUni323:1,"[4219.014523478948, 2922.02550882532]","[31.345993521607188, 30.066957751272394]",65.45563834002088,699926147#6,699926147#6_0,516.28,264.15,12
2022-12-04 03:02:00,randUni4943:1,"[3399.6509361823064, 2926.0394475330395]","[31.33749536186277, 30.066886754417837]",52.426465375844664,700145115#2,700145115#2_0,734.73,263.57,12
2022-12-04 03:02:00,randUni5775:1,"[4155.049928290325, 2992.020605873584]","[31.345319641906876, 30.06758080956309]",13.326505986554547,-687586414#0,-687586414#0_0,6.06,353.25,12
2022-12-04 03:02:00,randUni6280:1,"[3780.0384337462206, 2191.6045329654366]","[31.341550804349126, 30.060311454464014]",22.38980887228735,:6574844048_0,:6574844048_0_0,81.67,323.12,12
2022-12-04 03:02:00,randUni6511:1,"[3295.6916956851346, 2962.6512785502846]","[31.336411686746175, 30.067203377520137]",76.11022289135673,700074885#0,700074885#0_1,1781.45,173.25,12
2022-12-04 03:02:00,randUni9061:1,"[3619.301277525179, 3139.3358195190144]","[31.339741209864567, 30.068839633092235]",58.16234215537577,939250966#7,939250966#7_0,2737.02,84.92,12
2022-12-04 03:02:00,randUni9142:1,"[3508.200151102062, 2120.460323639764]","[31.33874249899474, 30.059634087787042]",52.280393424381984,25584525#8,25584525#8_0,574.63,352.93,12
2022-12-04 03:03:00,randUni10283:1,"[4016.540018066105, 2466.251896337487]","[31.343962133680222, 30.06281989619076]",54.11726978042273,652130052,652130052_0,1754.07,83.64,14
2022-12-04 03:03:00,randUni10462:1,"[3756.1132047831697, 2453.7618486202355]","[31.34126325716025, 30.06267317464981]",54.77667408358917,:386923861_0,:386923861_0_0,1560.6,264.3,14
2022-12-04 03:03:00,randUni10517:1,"[3193.9776048941785, 3120.0693931554706]","[31.33533304635301, 30.06861004287115]",55.50614379643848,:8227450781_0,:8227450781_0_0,718.25,263.44,14
2022-12-04 03:03:00,randUni2726:1,"[4215.038006040821, 3201.311714825657]","[31.345910373947554, 30.069476601311923]",45.701829698989606,939250965#0,939250965#0_0,3849.65,84.89,14
2022-12-04 03:03:00,randUni2784:1,"[3762.545297990288, 1594.6996166325002]","[31.34145916941445, 30.054924643700907]",58.210589669647604,:cluster_278876201_367870934_7,:cluster_278876201_367870934_7_0,2707.42,83.73,14
2022-12-04 03:03:00,randUni3122:1,"[3137.5038582796724, 2364.545483003259]","[31.334861469891475, 30.0617872721793]",60.90663186888895,858935302,858935302_0,2031.98,83.71,14
2022-12-04 03:03:00,randUni323:1,"[3551.9984579946818, 3010.924873962544]","[31.339062553402066, 30.06767245614781]",63.42400411194037,32659640#2,32659640#2_1,1537.46,264.27,14
2022-12-04 03:03:00,randUni3797:1,"[4512.565143113837, 2728.548333320883]","[31.349066897190127, 30.06525071472209]",54.0653304600371,:2349727149_0,:2349727149_0_0,599.31,174.79,14
2022-12-04 03:03:00,randUni4943:1,"[3323.542695856848, 2734.7564849625683]","[31.336734911000885, 30.065151261651266]",56.151550532073735,700074885#5,700074885#5_0,1674.59,173.99,14
2022-12-04 03:03:00,randUni5775:1,"[3903.4984152784327, 3042.255649432909]","[31.34270324849599, 30.068001097692445]",48.00610540131308,32659640#2,32659640#2_0,745.3,264.49,14
2022-12-04 03:03:00,randUni6280:1,"[3350.326165157287, 2699.7495782327683]","[31.337017955121187, 30.064838989078304]",64.49904292717274,28582639#11,28582639#11_1,978.36,352.81,14
2022-12-04 03:03:00,randUni6511:1,"[2623.658143764642, 2492.136007567685]","[31.329513388301798, 30.062870616866352]",78.1152011543344,-182371966#4,-182371966#4_0,2871.09,263.98,14
