dateandtime,vehid,coord,gpscoord,spdK/m,edge,lane,displacement,turnAngle,vehDen
2022-12-04 23:02:00,carIn106:1,"[5322.71540241905, 1759.848521255793]","[31.357613107907873, 30.056617520720646]",57.1345940788578,:416998741_2,:416998741_2_1,1150.76,6.75,49
2022-12-04 23:02:00,carIn2924:1,"[4621.660210595172, 1865.2914530466235]","[31.350327457820942, 30.05747767677888]",39.37707085175435,-25746624#0,-25746624#0_0,3464.8,174.0,49
2022-12-04 23:02:00,carIn4707:1,"[2459.4613464107283, 1483.8380517194942]","[31.32796348301205, 30.053753439907865]",26.157537260322727,-26206348#0,-26206348#0_0,1819.47,173.84,49
2022-12-04 23:02:00,h12558c1:5,"[3479.508444021726, 2385.1903266841136]","[31.33840507023537, 30.062018382294077]",35.41537909599704,25584525#14,25584525#14_0,615.2,354.19,49
2022-12-04 23:02:00,h13633c1:3,"[5322.50734202502, 1952.2353778983015]","[31.357582298238533, 30.058352979137258]",55.280620506483885,41336031#12,41336031#12_1,2705.59,186.77,49
2022-12-04 23:02:00,h17529c1:3,"[4579.365997275571, 1686.7259237747414]","[31.3499155849883, 30.055861372713544]",17.93799782347497,25746572#3,25746572#3_0,4096.88,84.22,49
2022-12-04 23:02:00,h18241c1:3,"[3480.2467097056538, 2288.252530879696]","[31.33842733417147, 30.061144030603366]",55.36220403415759,32690567#11,32690567#11_0,2241.76,173.63,49
2022-12-04 23:02:00,h20324c1:5,"[6317.411189126734, 1692.4412798598355]","[31.367938043352897, 30.056137906242704]",52.474692041576084,-26203057,-26203057_0,7104.27,84.72,49
2022-12-04 23:02:00,h2121c1:3,"[4288.567979360731, 1954.2271661152695]","[31.34685996905853, 30.058236555298357]",38.98001930801005,-25746578#1,-25746578#1_0,2315.62,263.72,49
2022-12-04 23:02:00,h23214c1:3,"[3122.562130691047, 2888.556032417656]","[31.334627367833296, 30.06651224953311]",59.887285929919955,-693684932#1,-693684932#1_0,250.67,83.29,49
2022-12-04 23:02:00,h25394c1:5,"[3449.775788940328, 1606.771228342055]","[31.338214037273783, 30.054992583374087]",44.3370314301513,700074885#23,700074885#23_0,1349.8,174.63,49
2022-12-04 23:02:00,h28956c1:3,"[3051.238495458226, 2355.0384218120807]","[31.33396830458689, 30.061690176775283]",47.49291270704115,858935302,858935302_0,1226.26,83.71,49
2022-12-04 23:02:00,h2900c1:6,"[4044.0132160422577, 1932.4459115891664]","[31.344327197690447, 30.058008157083187]",43.12319112009829,-32659807#0,-32659807#0_0,2166.88,83.24,49
2022-12-04 23:02:00,h29509c1:3,"[3497.372717326317, 2218.6649978789037]","[31.338615420884565, 30.06051854573662]",58.982740601764384,25584525#11,25584525#11_0,672.09,354.27,49
2022-12-04 23:02:00,h33062c1:7,"[4923.332974838623, 1211.2457344925574]","[31.353553440176068, 30.05161688213239]",34.207673910310255,215628968#1,215628968#1_0,2113.33,174.56,49
2022-12-04 23:02:00,h38613c1:2,"[1216.639881838297, 2736.7369585609745]","[31.3148846803573, 30.064890827404]",62.05895851213712,52244427#14,52244427#14_0,4713.02,239.57,49
