dateandtime,vehid,coord,gpscoord,spdK/m,edge,lane,displacement,turnAngle,vehDen
2022-12-05 03:02:00,randUni10698:1,"[3276.1810739705397, 3110.835755573002]","[31.336186977754, 30.068537543874044]",59.685440355607284,819202035,819202035_0,2301.83,83.42,10
2022-12-05 03:02:00,randUni1290:1,"[3569.6693198383027, 2171.813194526136]","[31.339372209887486, 30.060105381743572]",44.87000410788642,25584541#2,25584541#2_0,844.42,83.62,10
2022-12-05 03:02:00,randUni1380:1,"[3671.8353422184045, 2529.4377320010294]","[31.340377864806587, 30.06334479433656]",21.959212117202206,:cluster_278877460_6287969867_2,:cluster_278877460_6287969867_2_0,238.35,126.72,10
2022-12-05 03:02:00,randUni3119:1,"[4066.4460165805904, 1553.1304050236474]","[31.344616761894233, 30.054589375168753]",50.09706183431049,701104139#3,701104139#3_1,742.16,263.77,10
2022-12-05 03:02:00,randUni35:1,"[4352.900595796159, 1198.0472916981703]","[31.347640393108573, 30.051423619074242]",0.0,26202694#0,26202694#0_0,0.0,353.54,10
2022-12-05 03:02:00,randUni3977:1,"[2966.7891952135124, 2362.4175765016594]","[31.33309142168159, 30.06174563954829]",60.350923982018,765656381#3,765656381#3_0,1587.14,263.83,10
2022-12-05 03:02:00,randUni4194:1,"[4504.765122339073, 2807.6222003272164]","[31.348974162772517, 30.065963005089394]",35.67761379393276,885948880#5,885948880#5_0,202.39,173.76,10
2022-12-05 03:02:00,randUni4607:1,"[4483.663144713038, 1676.093135551362]","[31.34892475648898, 30.055752997060583]",52.70160639152972,25746572#2,25746572#2_0,1161.51,83.47,10
2022-12-05 03:02:00,randUni51:1,"[3653.155525772404, 1962.5472224696705]","[31.34026947573577, 30.05822858395758]",43.58356569369323,25584588,25584588_0,40.01,83.75,10
2022-12-05 03:02:00,randUni8170:1,"[3863.423916721343, 1912.3000283658712]","[31.342457514608856, 30.057802827766658]",34.39207189627859,-32659807#1,-32659807#1_0,2855.31,83.66,10
2022-12-05 03:03:00,randUni10698:1,"[4236.873838217458, 3212.5776037447054]","[31.3461351476251, 30.069581077834435]",58.815941883905765,939250973,939250973_0,3270.46,83.68,11
2022-12-05 03:03:00,randUni10838:1,"[3650.0537060330284, 2640.3768574819783]","[31.34013527553846, 30.06434269322852]",58.872731697568156,-25584639#2,-25584639#2_0,457.94,173.79,11
2022-12-05 03:03:00,randUni11872:1,"[2910.052985713078, 2028.3016547936409]","[31.332553572798364, 30.0587242204019]",34.75373077279805,217280781#3,217280781#3_0,283.45,353.48,11
2022-12-05 03:03:00,randUni1380:1,"[2986.9418990091185, 2364.596963234574]","[31.33330008259031, 30.061767949084963]",52.59474668352261,765656381#3-AddedOnRampEdge,765656381#3-AddedOnRampEdge_1,1122.45,263.82,11
2022-12-05 03:03:00,randUni3119:1,"[3124.1308233880454, 1440.8574699543376]","[31.33486226157433, 30.053453197173845]",56.49537190253527,700673538,700673538_1,1695.06,264.57,11
2022-12-05 03:03:00,randUni35:1,"[4197.163747906617, 1824.4588409402413]","[31.34593156728228, 30.05705402399925]",49.37878903296976,669890458#3,669890458#3_0,725.12,353.59,11
2022-12-05 03:03:00,randUni4194:1,"[3744.0730658176326, 2452.4332243331364]","[31.341138595080814, 30.062659613844342]",65.77581785888258,671744652#3,671744652#3_0,1270.57,263.55,11
2022-12-05 03:03:00,randUni4607:1,"[5308.596152347253, 1749.9180733518463]","[31.357468171263907, 30.056526110821228]",33.014887350760695,41336031#14,41336031#14_0,1998.99,185.12,11
2022-12-05 03:03:00,randUni51:1,"[3791.777833140785, 1516.1747878643837]","[31.341774107153956, 30.05422011516455]",53.16469339880788,701104139#6-AddedOffRampEdge,701104139#6-AddedOffRampEdge_1,764.0,263.94,11
2022-12-05 03:03:00,randUni7684:1,"[3454.461097742309, 2617.109785122317]","[31.338110362601252, 30.06410717785138]",58.37318068010187,25584525#19,25584525#19_0,486.41,354.06,11
2022-12-05 03:03:00,randUni7892:1,"[3491.2358180691895, 2275.097910602167]","[31.33854327667307, 30.061026806865172]",63.35092473429169,25584525#12,25584525#12_0,542.06,353.52,11
2022-12-05 03:04:00,randUni10608:1,"[5293.010980497693, 1683.1005965983873]","[31.357316506595915, 30.05592134369576]",59.62549334874611,41336031#16,41336031#16_1,747.62,195.85,15
2022-12-05 03:04:00,randUni10698:1,"[4879.045730740516, 3339.3867780022465]","[31.352776318504944, 30.070808631793472]",60.458720193098266,940974903#3,940974903#3_2,4200.82,248.9,15
